0,1,paths,img_shape
1052.jpg,Steel,./merged_data/train/1052.jpg,"(3, 152, 100)"
1053.jpg,Steel,./merged_data/train/1053.jpg,"(3, 155, 107)"
1054.jpg,Steel,./merged_data/train/1054.jpg,"(3, 86, 83)"
1055.jpg,Adhered,./merged_data/train/1055.jpg,"(3, 159, 169)"
1056.jpg,Adhered,./merged_data/train/1056.jpg,"(3, 287, 363)"
1057.jpg,Concrete,./merged_data/train/1057.jpg,"(3, 256, 121)"
1058.jpg,Concrete,./merged_data/train/1058.jpg,"(3, 220, 187)"
1059.jpg,Concrete,./merged_data/train/1059.jpg,"(3, 337, 409)"
1060.jpg,Concrete,./merged_data/train/1060.jpg,"(3, 355, 196)"
1061.jpg,Concrete,./merged_data/train/1061.jpg,"(3, 146, 225)"
1062.jpg,Concrete,./merged_data/train/1062.jpg,"(3, 258, 240)"
1063.jpg,Adhered,./merged_data/train/1063.jpg,"(3, 512, 430)"
1064.jpg,Steel,./merged_data/train/1064.jpg,"(3, 721, 605)"
1065.jpg,Adhered,./merged_data/train/1065.jpg,"(3, 265, 272)"
1066.jpg,Adhered,./merged_data/train/1066.jpg,"(3, 219, 138)"
1067.jpg,Adhered,./merged_data/train/1067.jpg,"(3, 381, 309)"
1068.jpg,Adhered,./merged_data/train/1068.jpg,"(3, 317, 211)"
1069.jpg,Adhered,./merged_data/train/1069.jpg,"(3, 254, 215)"
1070.jpg,Adhered,./merged_data/train/1070.jpg,"(3, 533, 626)"
1071.jpg,Adhered,./merged_data/train/1071.jpg,"(3, 138, 161)"
1072.jpg,Adhered,./merged_data/train/1072.jpg,"(3, 118, 101)"
1073.jpg,Adhered,./merged_data/train/1073.jpg,"(3, 43, 34)"
1074.jpg,Adhered,./merged_data/train/1074.jpg,"(3, 115, 97)"
1075.jpg,Adhered,./merged_data/train/1075.jpg,"(3, 45, 34)"
1076.jpg,Adhered,./merged_data/train/1076.jpg,"(3, 351, 347)"
1077.jpg,Adhered,./merged_data/train/1077.jpg,"(3, 122, 102)"
1078.jpg,Adhered,./merged_data/train/1078.jpg,"(3, 274, 233)"
1079.jpg,Steel,./merged_data/train/1079.jpg,"(3, 84, 60)"
1080.jpg,Steel,./merged_data/train/1080.jpg,"(3, 236, 436)"
1081.jpg,Steel,./merged_data/train/1081.jpg,"(3, 260, 104)"
1082.jpg,Adhered,./merged_data/train/1082.jpg,"(3, 158, 301)"
1083.jpg,Adhered,./merged_data/train/1083.jpg,"(3, 1044, 829)"
1084.jpg,Steel,./merged_data/train/1084.jpg,"(3, 143, 127)"
1085.jpg,Adhered,./merged_data/train/1085.jpg,"(3, 120, 97)"
1086.jpg,Adhered,./merged_data/train/1086.jpg,"(3, 68, 92)"
1087.jpg,Adhered,./merged_data/train/1087.jpg,"(3, 82, 61)"
1088.jpg,Adhered,./merged_data/train/1088.jpg,"(3, 407, 491)"
1089.jpg,Steel,./merged_data/train/1089.jpg,"(3, 272, 199)"
1090.jpg,Steel,./merged_data/train/1090.jpg,"(3, 613, 612)"
1091.jpg,Adhered,./merged_data/train/1091.jpg,"(3, 278, 233)"
1092.jpg,Adhered,./merged_data/train/1092.jpg,"(3, 138, 117)"
1093.jpg,Adhered,./merged_data/train/1093.jpg,"(3, 131, 111)"
1094.jpg,Adhered,./merged_data/train/1094.jpg,"(3, 158, 120)"
1095.jpg,Steel,./merged_data/train/1095.jpg,"(3, 745, 703)"
1096.jpg,Steel,./merged_data/train/1096.jpg,"(3, 122, 140)"
1097.jpg,Steel,./merged_data/train/1097.jpg,"(3, 351, 28)"
1098.jpg,Concrete,./merged_data/train/1098.jpg,"(3, 119, 110)"
1099.jpg,Adhered,./merged_data/train/1099.jpg,"(3, 237, 373)"
1100.jpg,Adhered,./merged_data/train/1100.jpg,"(3, 239, 373)"
1101.jpg,Adhered,./merged_data/train/1101.jpg,"(3, 770, 867)"
1102.jpg,Shingle,./merged_data/train/1102.jpg,"(3, 657, 609)"
1103.jpg,Shingle,./merged_data/train/1103.jpg,"(3, 454, 481)"
1104.jpg,Adhered,./merged_data/train/1104.jpg,"(3, 679, 596)"
1105.jpg,Adhered,./merged_data/train/1105.jpg,"(3, 38, 33)"
1106.jpg,Adhered,./merged_data/train/1106.jpg,"(3, 51, 43)"
1107.jpg,Adhered,./merged_data/train/1107.jpg,"(3, 23, 19)"
1108.jpg,Ballasted,./merged_data/train/1108.jpg,"(3, 89, 303)"
1109.jpg,Steel,./merged_data/train/1109.jpg,"(3, 81, 70)"
1110.jpg,Concrete,./merged_data/train/1110.jpg,"(3, 142, 115)"
1111.jpg,Concrete,./merged_data/train/1111.jpg,"(3, 463, 390)"
1112.jpg,Concrete,./merged_data/train/1112.jpg,"(3, 138, 201)"
1113.jpg,Adhered,./merged_data/train/1113.jpg,"(3, 49, 42)"
1114.jpg,Shingle,./merged_data/train/1114.jpg,"(3, 433, 151)"
1115.jpg,Shingle,./merged_data/train/1115.jpg,"(3, 569, 465)"
1116.jpg,Shingle,./merged_data/train/1116.jpg,"(3, 58, 48)"
1117.jpg,Concrete,./merged_data/train/1117.jpg,"(3, 81, 104)"
1118.jpg,Steel,./merged_data/train/1118.jpg,"(3, 75, 70)"
1119.jpg,Steel,./merged_data/train/1119.jpg,"(3, 133, 115)"
1120.jpg,Concrete,./merged_data/train/1120.jpg,"(3, 207, 86)"
1121.jpg,Steel,./merged_data/train/1121.jpg,"(3, 101, 151)"
1122.jpg,Concrete,./merged_data/train/1122.jpg,"(3, 95, 131)"
1123.jpg,Concrete,./merged_data/train/1123.jpg,"(3, 95, 119)"
1124.jpg,Concrete,./merged_data/train/1124.jpg,"(3, 228, 239)"
1125.jpg,Concrete,./merged_data/train/1125.jpg,"(3, 66, 47)"
1126.jpg,Concrete,./merged_data/train/1126.jpg,"(3, 628, 473)"
1127.jpg,Concrete,./merged_data/train/1127.jpg,"(3, 297, 139)"
1128.jpg,Concrete,./merged_data/train/1128.jpg,"(3, 524, 487)"
1129.jpg,Concrete,./merged_data/train/1129.jpg,"(3, 498, 225)"
1130.jpg,Concrete,./merged_data/train/1130.jpg,"(3, 884, 459)"
1131.jpg,Concrete,./merged_data/train/1131.jpg,"(3, 50, 49)"
1132.jpg,Concrete,./merged_data/train/1132.jpg,"(3, 28, 24)"
1133.jpg,Steel,./merged_data/train/1133.jpg,"(3, 117, 135)"
1134.jpg,Steel,./merged_data/train/1134.jpg,"(3, 175, 100)"
1135.jpg,Steel,./merged_data/train/1135.jpg,"(3, 363, 299)"
1136.jpg,Concrete,./merged_data/train/1136.jpg,"(3, 67, 48)"
1137.jpg,Concrete,./merged_data/train/1137.jpg,"(3, 64, 47)"
1138.jpg,Concrete,./merged_data/train/1138.jpg,"(3, 65, 48)"
1139.jpg,Concrete,./merged_data/train/1139.jpg,"(3, 65, 48)"
1140.jpg,Steel,./merged_data/train/1140.jpg,"(3, 53, 80)"
1141.jpg,Adhered,./merged_data/train/1141.jpg,"(3, 66, 187)"
1142.jpg,Steel,./merged_data/train/1142.jpg,"(3, 284, 97)"
1143.jpg,Steel,./merged_data/train/1143.jpg,"(3, 89, 40)"
1144.jpg,Steel,./merged_data/train/1144.jpg,"(3, 55, 203)"
1145.jpg,Steel,./merged_data/train/1145.jpg,"(3, 179, 84)"
1146.jpg,Steel,./merged_data/train/1146.jpg,"(3, 187, 153)"
1147.jpg,Steel,./merged_data/train/1147.jpg,"(3, 284, 235)"
1148.jpg,Adhered,./merged_data/train/1148.jpg,"(3, 201, 368)"
1149.jpg,Adhered,./merged_data/train/1149.jpg,"(3, 980, 682)"
1150.jpg,Shingle,./merged_data/train/1150.jpg,"(3, 109, 136)"
1151.jpg,Shingle,./merged_data/train/1151.jpg,"(3, 93, 73)"
1152.jpg,Shingle,./merged_data/train/1152.jpg,"(3, 95, 80)"
1153.jpg,Shingle,./merged_data/train/1153.jpg,"(3, 623, 857)"
1154.jpg,Steel,./merged_data/train/1154.jpg,"(3, 182, 33)"
1155.jpg,Steel,./merged_data/train/1155.jpg,"(3, 24, 94)"
1156.jpg,Steel,./merged_data/train/1156.jpg,"(3, 26, 207)"
1157.jpg,Adhered,./merged_data/train/1157.jpg,"(3, 497, 665)"
1158.jpg,Adhered,./merged_data/train/1158.jpg,"(3, 143, 50)"
1159.jpg,Adhered,./merged_data/train/1159.jpg,"(3, 306, 265)"
1160.jpg,Adhered,./merged_data/train/1160.jpg,"(3, 1017, 1218)"
1161.jpg,Adhered,./merged_data/train/1161.jpg,"(3, 159, 163)"
1162.jpg,Adhered,./merged_data/train/1162.jpg,"(3, 185, 377)"
1163.jpg,Ballasted,./merged_data/train/1163.jpg,"(3, 1028, 320)"
1164.jpg,Steel,./merged_data/train/1164.jpg,"(3, 72, 62)"
1165.jpg,Steel,./merged_data/train/1165.jpg,"(3, 225, 212)"
1166.jpg,Adhered,./merged_data/train/1166.jpg,"(3, 363, 66)"
1167.jpg,Adhered,./merged_data/train/1167.jpg,"(3, 71, 237)"
1168.jpg,Steel,./merged_data/train/1168.jpg,"(3, 196, 409)"
1169.jpg,Adhered,./merged_data/train/1169.jpg,"(3, 83, 472)"
1170.jpg,Steel,./merged_data/train/1170.jpg,"(3, 268, 161)"
1171.jpg,Steel,./merged_data/train/1171.jpg,"(3, 94, 224)"
1172.jpg,Concrete,./merged_data/train/1172.jpg,"(3, 1038, 988)"
1173.jpg,Steel,./merged_data/train/1173.jpg,"(3, 87, 72)"
1174.jpg,Concrete,./merged_data/train/1174.jpg,"(3, 354, 330)"
1175.jpg,Steel,./merged_data/train/1175.jpg,"(3, 104, 87)"
1176.jpg,Concrete,./merged_data/train/1176.jpg,"(3, 693, 717)"
1177.jpg,Adhered,./merged_data/train/1177.jpg,"(3, 142, 118)"
1178.jpg,Concrete,./merged_data/train/1178.jpg,"(3, 966, 898)"
1179.jpg,Steel,./merged_data/train/1179.jpg,"(3, 359, 273)"
1180.jpg,Steel,./merged_data/train/1180.jpg,"(3, 53, 13)"
1181.jpg,Steel,./merged_data/train/1181.jpg,"(3, 55, 13)"
1182.jpg,Steel,./merged_data/train/1182.jpg,"(3, 51, 14)"
1183.jpg,Steel,./merged_data/train/1183.jpg,"(3, 55, 13)"
1184.jpg,Steel,./merged_data/train/1184.jpg,"(3, 56, 11)"
1185.jpg,Steel,./merged_data/train/1185.jpg,"(3, 56, 12)"
1186.jpg,Steel,./merged_data/train/1186.jpg,"(3, 51, 11)"
1187.jpg,Steel,./merged_data/train/1187.jpg,"(3, 56, 13)"
1188.jpg,Steel,./merged_data/train/1188.jpg,"(3, 54, 14)"
1189.jpg,Steel,./merged_data/train/1189.jpg,"(3, 53, 13)"
1190.jpg,Steel,./merged_data/train/1190.jpg,"(3, 65, 21)"
1191.jpg,Steel,./merged_data/train/1191.jpg,"(3, 54, 13)"
1192.jpg,Steel,./merged_data/train/1192.jpg,"(3, 53, 13)"
1193.jpg,Steel,./merged_data/train/1193.jpg,"(3, 53, 13)"
1194.jpg,Steel,./merged_data/train/1194.jpg,"(3, 52, 13)"
1195.jpg,Steel,./merged_data/train/1195.jpg,"(3, 52, 13)"
1196.jpg,Steel,./merged_data/train/1196.jpg,"(3, 108, 137)"
1197.jpg,Steel,./merged_data/train/1197.jpg,"(3, 22, 14)"
1198.jpg,Steel,./merged_data/train/1198.jpg,"(3, 17, 9)"
1199.jpg,Adhered,./merged_data/train/1199.jpg,"(3, 2262, 1133)"
1200.jpg,Ballasted,./merged_data/train/1200.jpg,"(3, 178, 426)"
1201.jpg,Steel,./merged_data/train/1201.jpg,"(3, 52, 13)"
1202.jpg,Ballasted,./merged_data/train/1202.jpg,"(3, 186, 353)"
1203.jpg,Steel,./merged_data/train/1203.jpg,"(3, 54, 18)"
1204.jpg,Adhered,./merged_data/train/1204.jpg,"(3, 49, 50)"
1205.jpg,Adhered,./merged_data/train/1205.jpg,"(3, 35, 28)"
1206.jpg,Adhered,./merged_data/train/1206.jpg,"(3, 57, 39)"
1207.jpg,Adhered,./merged_data/train/1207.jpg,"(3, 55, 25)"
1208.jpg,Adhered,./merged_data/train/1208.jpg,"(3, 1085, 538)"
1209.jpg,Ballasted,./merged_data/train/1209.jpg,"(3, 243, 202)"
1210.jpg,Steel,./merged_data/train/1210.jpg,"(3, 21, 13)"
1211.jpg,Ballasted,./merged_data/train/1211.jpg,"(3, 930, 394)"
1212.jpg,Adhered,./merged_data/train/1212.jpg,"(3, 491, 481)"
1213.jpg,Steel,./merged_data/train/1213.jpg,"(3, 139, 69)"
1214.jpg,Steel,./merged_data/train/1214.jpg,"(3, 244, 87)"
1215.jpg,Steel,./merged_data/train/1215.jpg,"(3, 1544, 710)"
1216.jpg,Plastic & fabric,./merged_data/train/1216.jpg,"(3, 370, 107)"
1217.jpg,Plastic & fabric,./merged_data/train/1217.jpg,"(3, 410, 114)"
1218.jpg,Plastic & fabric,./merged_data/train/1218.jpg,"(3, 719, 116)"
1219.jpg,Steel,./merged_data/train/1219.jpg,"(3, 130, 99)"
1220.jpg,Steel,./merged_data/train/1220.jpg,"(3, 53, 66)"
1221.jpg,Ballasted,./merged_data/train/1221.jpg,"(3, 744, 863)"
1222.jpg,Ballasted,./merged_data/train/1222.jpg,"(3, 950, 958)"
1223.jpg,Ballasted,./merged_data/train/1223.jpg,"(3, 495, 485)"
1224.jpg,Ballasted,./merged_data/train/1224.jpg,"(3, 162, 144)"
1225.jpg,Ballasted,./merged_data/train/1225.jpg,"(3, 236, 168)"
1226.jpg,Adhered,./merged_data/train/1226.jpg,"(3, 1891, 1437)"
1227.jpg,Steel,./merged_data/train/1227.jpg,"(3, 106, 74)"
1228.jpg,Steel,./merged_data/train/1228.jpg,"(3, 91, 71)"
1229.jpg,Steel,./merged_data/train/1229.jpg,"(3, 105, 62)"
1230.jpg,Concrete,./merged_data/train/1230.jpg,"(3, 932, 771)"
1231.jpg,Steel,./merged_data/train/1231.jpg,"(3, 315, 226)"
1232.jpg,Adhered,./merged_data/train/1232.jpg,"(3, 314, 294)"
1233.jpg,Steel,./merged_data/train/1233.jpg,"(3, 395, 328)"
1234.jpg,Adhered,./merged_data/train/1234.jpg,"(3, 440, 346)"
1235.jpg,Concrete,./merged_data/train/1235.jpg,"(3, 368, 651)"
1236.jpg,Steel,./merged_data/train/1236.jpg,"(3, 389, 210)"
1237.jpg,Adhered,./merged_data/train/1237.jpg,"(3, 865, 882)"
1238.jpg,Steel,./merged_data/train/1238.jpg,"(3, 247, 206)"
1239.jpg,Steel,./merged_data/train/1239.jpg,"(3, 34, 431)"
1240.jpg,Concrete,./merged_data/train/1240.jpg,"(3, 408, 758)"
1241.jpg,Steel,./merged_data/train/1241.jpg,"(3, 354, 48)"
1242.jpg,Steel,./merged_data/train/1242.jpg,"(3, 116, 86)"
1243.jpg,Adhered,./merged_data/train/1243.jpg,"(3, 180, 288)"
1244.jpg,Adhered,./merged_data/train/1244.jpg,"(3, 281, 454)"
1245.jpg,Adhered,./merged_data/train/1245.jpg,"(3, 145, 231)"
1246.jpg,Adhered,./merged_data/train/1246.jpg,"(3, 99, 39)"
1247.jpg,Adhered,./merged_data/train/1247.jpg,"(3, 233, 232)"
1248.jpg,Adhered,./merged_data/train/1248.jpg,"(3, 898, 1286)"
1249.jpg,Adhered,./merged_data/train/1249.jpg,"(3, 316, 112)"
1250.jpg,Steel,./merged_data/train/1250.jpg,"(3, 31, 89)"
1251.jpg,Concrete,./merged_data/train/1251.jpg,"(3, 48, 82)"
1252.jpg,Adhered,./merged_data/train/1252.jpg,"(3, 136, 166)"
1253.jpg,Adhered,./merged_data/train/1253.jpg,"(3, 197, 371)"
1254.jpg,Adhered,./merged_data/train/1254.jpg,"(3, 103, 35)"
1255.jpg,Adhered,./merged_data/train/1255.jpg,"(3, 64, 110)"
1256.jpg,Adhered,./merged_data/train/1256.jpg,"(3, 136, 210)"
1257.jpg,Adhered,./merged_data/train/1257.jpg,"(3, 630, 337)"
1258.jpg,Adhered,./merged_data/train/1258.jpg,"(3, 233, 232)"
1259.jpg,Adhered,./merged_data/train/1259.jpg,"(3, 50, 388)"
1260.jpg,Adhered,./merged_data/train/1260.jpg,"(3, 173, 252)"
1261.jpg,Adhered,./merged_data/train/1261.jpg,"(3, 170, 259)"
1262.jpg,Adhered,./merged_data/train/1262.jpg,"(3, 154, 86)"
1263.jpg,Adhered,./merged_data/train/1263.jpg,"(3, 49, 411)"
1264.jpg,Adhered,./merged_data/train/1264.jpg,"(3, 673, 824)"
1265.jpg,Adhered,./merged_data/train/1265.jpg,"(3, 206, 89)"
1266.jpg,Adhered,./merged_data/train/1266.jpg,"(3, 628, 533)"
1267.jpg,Adhered,./merged_data/train/1267.jpg,"(3, 1266, 1271)"
1268.jpg,Steel,./merged_data/train/1268.jpg,"(3, 95, 377)"
1269.jpg,Shingle,./merged_data/train/1269.jpg,"(3, 382, 298)"
1270.jpg,Adhered,./merged_data/train/1270.jpg,"(3, 734, 628)"
1271.jpg,Steel,./merged_data/train/1271.jpg,"(3, 101, 86)"
1272.jpg,Steel,./merged_data/train/1272.jpg,"(3, 107, 90)"
1273.jpg,Adhered,./merged_data/train/1273.jpg,"(3, 87, 24)"
1274.jpg,Adhered,./merged_data/train/1274.jpg,"(3, 124, 18)"
1275.jpg,Adhered,./merged_data/train/1275.jpg,"(3, 116, 17)"
1276.jpg,Adhered,./merged_data/train/1276.jpg,"(3, 1638, 634)"
1277.jpg,Steel,./merged_data/train/1277.jpg,"(3, 326, 79)"
1278.jpg,Adhered,./merged_data/train/1278.jpg,"(3, 129, 168)"
1279.jpg,Adhered,./merged_data/train/1279.jpg,"(3, 586, 896)"
1280.jpg,Steel,./merged_data/train/1280.jpg,"(3, 404, 342)"
1281.jpg,Steel,./merged_data/train/1281.jpg,"(3, 107, 101)"
1282.jpg,Adhered,./merged_data/train/1282.jpg,"(3, 2406, 903)"
1283.jpg,Adhered,./merged_data/train/1283.jpg,"(3, 81, 156)"
1284.jpg,Adhered,./merged_data/train/1284.jpg,"(3, 479, 1192)"
1285.jpg,Adhered,./merged_data/train/1285.jpg,"(3, 25, 177)"
1286.jpg,Adhered,./merged_data/train/1286.jpg,"(3, 2408, 927)"
1287.jpg,Adhered,./merged_data/train/1287.jpg,"(3, 313, 692)"
1288.jpg,Adhered,./merged_data/train/1288.jpg,"(3, 76, 22)"
1289.jpg,Steel,./merged_data/train/1289.jpg,"(3, 33, 10)"
1290.jpg,Steel,./merged_data/train/1290.jpg,"(3, 54, 13)"
1291.jpg,Adhered,./merged_data/train/1291.jpg,"(3, 259, 275)"
1292.jpg,Steel,./merged_data/train/1292.jpg,"(3, 130, 56)"
1293.jpg,Steel,./merged_data/train/1293.jpg,"(3, 130, 15)"
1294.jpg,Steel,./merged_data/train/1294.jpg,"(3, 132, 65)"
1295.jpg,Adhered,./merged_data/train/1295.jpg,"(3, 1174, 2359)"
1296.jpg,Steel,./merged_data/train/1296.jpg,"(3, 108, 351)"
1297.jpg,Steel,./merged_data/train/1297.jpg,"(3, 55, 13)"
1298.jpg,Steel,./merged_data/train/1298.jpg,"(3, 55, 11)"
1299.jpg,Steel,./merged_data/train/1299.jpg,"(3, 54, 11)"
1300.jpg,Steel,./merged_data/train/1300.jpg,"(3, 54, 12)"
1301.jpg,Steel,./merged_data/train/1301.jpg,"(3, 54, 11)"
1302.jpg,Ballasted,./merged_data/train/1302.jpg,"(3, 2362, 1283)"
1303.jpg,Steel,./merged_data/train/1303.jpg,"(3, 61, 25)"
1304.jpg,Steel,./merged_data/train/1304.jpg,"(3, 62, 22)"
1305.jpg,Adhered,./merged_data/train/1305.jpg,"(3, 600, 240)"
1306.jpg,Adhered,./merged_data/train/1306.jpg,"(3, 93, 90)"
1307.jpg,Adhered,./merged_data/train/1307.jpg,"(3, 382, 89)"
1308.jpg,Adhered,./merged_data/train/1308.jpg,"(3, 165, 83)"
1309.jpg,Adhered,./merged_data/train/1309.jpg,"(3, 104, 88)"
1310.jpg,Adhered,./merged_data/train/1310.jpg,"(3, 101, 123)"
1311.jpg,Adhered,./merged_data/train/1311.jpg,"(3, 100, 123)"
1312.jpg,Concrete,./merged_data/train/1312.jpg,"(3, 57, 32)"
1313.jpg,Steel,./merged_data/train/1313.jpg,"(3, 746, 86)"
1314.jpg,Adhered,./merged_data/train/1314.jpg,"(3, 771, 138)"
1315.jpg,Adhered,./merged_data/train/1315.jpg,"(3, 1097, 1846)"
1316.jpg,Steel,./merged_data/train/1316.jpg,"(3, 103, 48)"
1317.jpg,Adhered,./merged_data/train/1317.jpg,"(3, 267, 190)"
1318.jpg,Adhered,./merged_data/train/1318.jpg,"(3, 253, 171)"
1319.jpg,Adhered,./merged_data/train/1319.jpg,"(3, 169, 72)"
1320.jpg,Adhered,./merged_data/train/1320.jpg,"(3, 249, 91)"
1321.jpg,Adhered,./merged_data/train/1321.jpg,"(3, 307, 87)"
1322.jpg,Adhered,./merged_data/train/1322.jpg,"(3, 580, 54)"
1323.jpg,Adhered,./merged_data/train/1323.jpg,"(3, 299, 66)"
1324.jpg,Adhered,./merged_data/train/1324.jpg,"(3, 442, 843)"
1325.jpg,Adhered,./merged_data/train/1325.jpg,"(3, 410, 457)"
1326.jpg,Adhered,./merged_data/train/1326.jpg,"(3, 913, 419)"
1327.jpg,Adhered,./merged_data/train/1327.jpg,"(3, 497, 442)"
1328.jpg,Adhered,./merged_data/train/1328.jpg,"(3, 134, 148)"
1329.jpg,Adhered,./merged_data/train/1329.jpg,"(3, 408, 267)"
1330.jpg,Adhered,./merged_data/train/1330.jpg,"(3, 256, 122)"
1331.jpg,Adhered,./merged_data/train/1331.jpg,"(3, 306, 382)"
1332.jpg,Adhered,./merged_data/train/1332.jpg,"(3, 182, 102)"
1333.jpg,Adhered,./merged_data/train/1333.jpg,"(3, 246, 161)"
1334.jpg,Adhered,./merged_data/train/1334.jpg,"(3, 591, 607)"
1335.jpg,Adhered,./merged_data/train/1335.jpg,"(3, 244, 218)"
1336.jpg,Adhered,./merged_data/train/1336.jpg,"(3, 399, 104)"
1337.jpg,Adhered,./merged_data/train/1337.jpg,"(3, 772, 412)"
1338.jpg,Adhered,./merged_data/train/1338.jpg,"(3, 769, 435)"
1339.jpg,Adhered,./merged_data/train/1339.jpg,"(3, 134, 84)"
1340.jpg,Adhered,./merged_data/train/1340.jpg,"(3, 413, 81)"
1341.jpg,Adhered,./merged_data/train/1341.jpg,"(3, 382, 77)"
1342.jpg,Adhered,./merged_data/train/1342.jpg,"(3, 379, 67)"
1343.jpg,Adhered,./merged_data/train/1343.jpg,"(3, 348, 538)"
1344.jpg,Steel,./merged_data/train/1344.jpg,"(3, 141, 67)"
1345.jpg,Steel,./merged_data/train/1345.jpg,"(3, 93, 53)"
1346.jpg,Adhered,./merged_data/train/1346.jpg,"(3, 83, 113)"
1347.jpg,Adhered,./merged_data/train/1347.jpg,"(3, 503, 378)"
1348.jpg,Adhered,./merged_data/train/1348.jpg,"(3, 77, 111)"
1349.jpg,Adhered,./merged_data/train/1349.jpg,"(3, 32, 238)"
1350.jpg,Adhered,./merged_data/train/1350.jpg,"(3, 99, 887)"
1351.jpg,Adhered,./merged_data/train/1351.jpg,"(3, 87, 61)"
1352.jpg,Ballasted,./merged_data/train/1352.jpg,"(3, 1009, 1725)"
1353.jpg,Adhered,./merged_data/train/1353.jpg,"(3, 308, 200)"
1354.jpg,Steel,./merged_data/train/1354.jpg,"(3, 241, 201)"
1355.jpg,Ballasted,./merged_data/train/1355.jpg,"(3, 103, 99)"
1356.jpg,Adhered,./merged_data/train/1356.jpg,"(3, 283, 44)"
1357.jpg,Steel,./merged_data/train/1357.jpg,"(3, 54, 91)"
1358.jpg,Steel,./merged_data/train/1358.jpg,"(3, 109, 36)"
1359.jpg,Steel,./merged_data/train/1359.jpg,"(3, 65, 9)"
1360.jpg,Adhered,./merged_data/train/1360.jpg,"(3, 73, 500)"
1361.jpg,Concrete,./merged_data/train/1361.jpg,"(3, 1017, 1244)"
1362.jpg,Ballasted,./merged_data/train/1362.jpg,"(3, 170, 171)"
1363.jpg,Ballasted,./merged_data/train/1363.jpg,"(3, 610, 765)"
1364.jpg,Steel,./merged_data/train/1364.jpg,"(3, 166, 23)"
1365.jpg,Ballasted,./merged_data/train/1365.jpg,"(3, 477, 36)"
1366.jpg,Ballasted,./merged_data/train/1366.jpg,"(3, 61, 186)"
1367.jpg,Ballasted,./merged_data/train/1367.jpg,"(3, 140, 35)"
1368.jpg,Shingle,./merged_data/train/1368.jpg,"(3, 250, 74)"
1369.jpg,Shingle,./merged_data/train/1369.jpg,"(3, 198, 139)"
1370.jpg,Shingle,./merged_data/train/1370.jpg,"(3, 20, 145)"
1371.jpg,Shingle,./merged_data/train/1371.jpg,"(3, 207, 139)"
1372.jpg,Shingle,./merged_data/train/1372.jpg,"(3, 153, 143)"
1373.jpg,Shingle,./merged_data/train/1373.jpg,"(3, 21, 145)"
1374.jpg,Shingle,./merged_data/train/1374.jpg,"(3, 4, 1)"
1375.jpg,Shingle,./merged_data/train/1375.jpg,"(3, 200, 70)"
1376.jpg,Adhered,./merged_data/train/1376.jpg,"(3, 67, 48)"
1377.jpg,Adhered,./merged_data/train/1377.jpg,"(3, 658, 934)"
1378.jpg,Adhered,./merged_data/train/1378.jpg,"(3, 783, 948)"
1379.jpg,Adhered,./merged_data/train/1379.jpg,"(3, 280, 70)"
1380.jpg,Adhered,./merged_data/train/1380.jpg,"(3, 59, 36)"
1381.jpg,Adhered,./merged_data/train/1381.jpg,"(3, 220, 29)"
1382.jpg,Shingle,./merged_data/train/1382.jpg,"(3, 24, 144)"
1383.jpg,Shingle,./merged_data/train/1383.jpg,"(3, 213, 74)"
1384.jpg,Adhered,./merged_data/train/1384.jpg,"(3, 938, 1000)"
1385.jpg,Adhered,./merged_data/train/1385.jpg,"(3, 127, 87)"
1386.jpg,Adhered,./merged_data/train/1386.jpg,"(3, 486, 279)"
1387.jpg,Adhered,./merged_data/train/1387.jpg,"(3, 304, 271)"
1388.jpg,Adhered,./merged_data/train/1388.jpg,"(3, 908, 944)"
1389.jpg,Adhered,./merged_data/train/1389.jpg,"(3, 200, 162)"
1390.jpg,Adhered,./merged_data/train/1390.jpg,"(3, 84, 68)"
1391.jpg,Adhered,./merged_data/train/1391.jpg,"(3, 155, 101)"
1392.jpg,Adhered,./merged_data/train/1392.jpg,"(3, 70, 131)"
1393.jpg,Adhered,./merged_data/train/1393.jpg,"(3, 1546, 1802)"
1394.jpg,Adhered,./merged_data/train/1394.jpg,"(3, 28, 87)"
1395.jpg,Adhered,./merged_data/train/1395.jpg,"(3, 93, 194)"
1396.jpg,Adhered,./merged_data/train/1396.jpg,"(3, 979, 1089)"
1397.jpg,Adhered,./merged_data/train/1397.jpg,"(3, 444, 396)"
1398.jpg,Adhered,./merged_data/train/1398.jpg,"(3, 178, 94)"
1399.jpg,Adhered,./merged_data/train/1399.jpg,"(3, 923, 1063)"
1400.jpg,Steel,./merged_data/train/1400.jpg,"(3, 14, 14)"
1401.jpg,Adhered,./merged_data/train/1401.jpg,"(3, 124, 107)"
1402.jpg,Adhered,./merged_data/train/1402.jpg,"(3, 286, 95)"
1403.jpg,Adhered,./merged_data/train/1403.jpg,"(3, 2047, 2582)"
1404.jpg,Adhered,./merged_data/train/1404.jpg,"(3, 62, 101)"
1405.jpg,Adhered,./merged_data/train/1405.jpg,"(3, 1093, 988)"
1406.jpg,Adhered,./merged_data/train/1406.jpg,"(3, 168, 50)"
1407.jpg,Adhered,./merged_data/train/1407.jpg,"(3, 50, 10)"
1408.jpg,Ballasted,./merged_data/train/1408.jpg,"(3, 123, 31)"
1409.jpg,Ballasted,./merged_data/train/1409.jpg,"(3, 606, 726)"
1410.jpg,Steel,./merged_data/train/1410.jpg,"(3, 130, 24)"
